id,album_id,library,folder,action,proposed_value,confidence,risk,reason,approval
ACT-000612,ALB-AA65CB29,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/inedito,ADD_ALBUMARTIST,MIchael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000613,ALB-6AC7A225,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Invincible,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000614,ALB-59F46F61,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Live At The Grammys 88,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000615,ALB-6D345521,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Love & Peace Songs (Damy's Mix),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000616,ALB-8A8DC62D,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Love Songs,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000617,ALB-EABC93CD,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Michael Jackson - DJ OZZY THIS IS IT (MEGAMIX 2009),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000618,ALB-2A1F5B2E,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Pipes Of Peace,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000619,ALB-B420D56D,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Pre - New Album 2008,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000620,ALB-7E11278F,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Pre-New Album 2008 (2007),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000621,ALB-69406919,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Rare + Unreleased Vol 1,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000622,ALB-BE92D6DF,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Remember The Time Maxi Single,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000623,ALB-9A2CA1B2,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/The Jacksons Live,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000624,ALB-EDEC5432,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/The Ultimate Collection (4 of 5),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000625,ALB-1538A4F6,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/The Ultimate Collection (Disc 3),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000626,ALB-959CD907,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/The Ultimate Collection (Disc 4),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000627,ALB-0495A82E,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/The Ultimate Collection(Disc 2),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000628,ALB-71A66B1F,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/This Is It (CD2),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000629,ALB-70C7891E,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Thriller,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000630,ALB-2A138FD0,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Thriller 25 (Japan Expanded Edition),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000631,ALB-6E43F003,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/thriller off thewall,ADD_ALBUMARTIST,michael jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000632,ALB-2D5220C3,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Ultimate Collection disc 1,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000633,ALB-B28C527E,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Unknown Title,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000634,ALB-CFC3650C,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Unofficial Release,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000635,ALB-3524AA37,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/Unreleased (Recorded 09_04_73),ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000636,ALB-E0F8615A,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/unreleased from Dangerous,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000637,ALB-67575852,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/w_Shaquille ONeil_LL Cool J,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000638,ALB-79B5452D,CONTEMPORARY,/data/Music/CONTEMPORARY/Michael Jackson/í_˙_«_,ADD_ALBUMARTIST,Michael Jackson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000639,ALB-9C09FEE0,CONTEMPORARY,/data/Music/CONTEMPORARY/Mike Oldfield/Billboard Top 100 of 1974,ADD_ALBUMARTIST,Mike Oldfield,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000640,ALB-A202BBCC,CONTEMPORARY,/data/Music/CONTEMPORARY/Mike Oldfield/Highlands,ADD_ALBUMARTIST,Mike Oldfield,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000641,ALB-972A94B8,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/(1959) Workin' With The Miles Davis Quintet @ 320,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000642,ALB-37F6E2D6,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/A Night Out With Verve - Disc 4 - Romancing,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000643,ALB-F1EAB6F4,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/And The Modern Jazz Giants,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000644,ALB-9D055F59,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Beautiful Ballads And Love Songs,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000645,ALB-9845D469,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/cd1,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000646,ALB-16B26AD0,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/cd3,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000647,ALB-891F087E,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Four and More,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000648,ALB-B43DCCD0,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Happy Hour,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000649,ALB-81191424,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Highlights From the Plugged Nickel,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000650,ALB-BD458171,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/History Of Jazz 50's-90's,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000651,ALB-E37BDE7E,CONTEMPORARY,"/data/Music/CONTEMPORARY/Miles Davis/In Person Friday Night At the Blackhawk, Complete, Vol. 1 Disc 1",ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000652,ALB-62E07AA3,CONTEMPORARY,"/data/Music/CONTEMPORARY/Miles Davis/In Person Saturday Night At the Blackhawk, Complete, Vol. 2 Disc 1",ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000653,ALB-9BC6B571,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/LIVE AT MONTREUX JAZZ FESTIVAL 1989 cd1,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000654,ALB-0196C340,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/LIVE AT MONTREUX JAZZ FESTIVAL 1989 cd2,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000655,ALB-EA82827E,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Miles Davis In Europe [Bonus Track],ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000656,ALB-52A9A4C2,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/My Funny Valentine,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000657,ALB-F34EEB9B,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Night Moods in Jazz,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000658,ALB-FC7A4297,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Someday My Prince Will Come,ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000659,ALB-3B7FCC70,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/Stockholm,ADD_ALBUMARTIST,Miles Davis john Coltrane,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000660,ALB-59AD3E37,CONTEMPORARY,/data/Music/CONTEMPORARY/Miles Davis/The Complete Concert 1964 My Funny Valentine + Four & More [Disc 1],ADD_ALBUMARTIST,Miles Davis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000661,ALB-6BD32A57,CONTEMPORARY,/data/Music/CONTEMPORARY/MInistry of sound/07,ADD_ALBUMARTIST,Ministry Of Sound,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000662,ALB-0AF2158B,CONTEMPORARY,/data/Music/CONTEMPORARY/MInistry of sound/Chillout Classics,ADD_ALBUMARTIST,Ministry of Sound,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000663,ALB-46E47BF4,CONTEMPORARY,/data/Music/CONTEMPORARY/MInistry of sound/Mashed III - Disc 2,ADD_ALBUMARTIST,Ministry Of Sound,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000664,ALB-499944D7,CONTEMPORARY,/data/Music/CONTEMPORARY/MInistry of sound/Maximum Bass 3 (Disc 2),ADD_ALBUMARTIST,Ministry Of Sound,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000665,ALB-2A36F8F5,CONTEMPORARY,/data/Music/CONTEMPORARY/MInistry of sound/Ministry Of Sound - The Chillout Sessions 3,ADD_ALBUMARTIST,Ministry Of Sound - The Chillout Sessions 3 - CD1,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000666,ALB-0B400347,CONTEMPORARY,/data/Music/CONTEMPORARY/MInistry of sound/The Annual 2003,ADD_ALBUMARTIST,Ministry Of Sound,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000667,ALB-CAB89501,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/Cafe Del Mar-The Best Of CD2,ADD_ALBUMARTIST,Moby,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000668,ALB-05903624,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/chilled ll cd 3,ADD_ALBUMARTIST,Moby Go Subliminal Mix,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000669,ALB-B56E4655,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/Classic Chilled Ibiza 3,ADD_ALBUMARTIST,Moby - Go,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000670,ALB-03377588,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/I Like To Score,ADD_ALBUMARTIST,Moby,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000671,ALB-1A7DF2E5,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/Late Night Sessions (Disc 1),ADD_ALBUMARTIST,Moby,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000672,ALB-31DA1FC1,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/Miami Vice,ADD_ALBUMARTIST,Moby Feat. Patti LaBelle,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000673,ALB-ABB07E82,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/Moby,ADD_ALBUMARTIST,Moby,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000674,ALB-F6E5B8DB,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/Napster,ADD_ALBUMARTIST,Moby,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000675,ALB-2806F2C8,CONTEMPORARY,/data/Music/CONTEMPORARY/Moby/Pure Chillout (Disc 2),ADD_ALBUMARTIST,Moby,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000676,ALB-1FEAF04E,CONTEMPORARY,/data/Music/CONTEMPORARY/Moloko/Summer Chill Classics [Disc 1],ADD_ALBUMARTIST,Moloko,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000677,ALB-8F32C05B,CONTEMPORARY,/data/Music/CONTEMPORARY/Monkees/The Greatest No.1 Singles (Dis,ADD_ALBUMARTIST,Monkees - I'm A Believer,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000678,ALB-CD552911,CONTEMPORARY,/data/Music/CONTEMPORARY/Morcheeba/Classic Chilled Ibiza,ADD_ALBUMARTIST,Morcheeba - World Looking In,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000679,ALB-857DF52D,CONTEMPORARY,/data/Music/CONTEMPORARY/Morcheeba/Classic Chilled Ibiza 2,ADD_ALBUMARTIST,Morcheeba - The Sea,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000680,ALB-1C329944,CONTEMPORARY,/data/Music/CONTEMPORARY/Morcheeba/Erotic Lounge - Deluxe Edition,ADD_ALBUMARTIST,Morcheeba,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000681,ALB-0BFA0CD5,CONTEMPORARY,/data/Music/CONTEMPORARY/Morcheeba/Let Me See - Japanese Import,ADD_ALBUMARTIST,Morcheeba,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000682,ALB-D050C2D1,CONTEMPORARY,/data/Music/CONTEMPORARY/Morcheeba/The Independent On Sunday - Exclusive,ADD_ALBUMARTIST,Morcheeba,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000683,ALB-B23E9EEB,CONTEMPORARY,/data/Music/CONTEMPORARY/moulin rouge/moulin rouge,ADD_ALBUMARTIST,moulin rouge,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000684,ALB-8BEFA577,CONTEMPORARY,/data/Music/CONTEMPORARY/Muse/Inconnu,ADD_ALBUMARTIST,Muse,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000685,ALB-DE67A258,CONTEMPORARY,/data/Music/CONTEMPORARY/Muse/La Musique de Paris Derniere V,ADD_ALBUMARTIST,Muse,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000686,ALB-94D38A3C,CONTEMPORARY,/data/Music/CONTEMPORARY/Muse/Little Nicky Soundtrack,ADD_ALBUMARTIST,Muse,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000687,ALB-E59C9875,CONTEMPORARY,/data/Music/CONTEMPORARY/Muse/Live Radio1 13.05.2006,ADD_ALBUMARTIST,Muse,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000688,ALB-B6D69F0B,CONTEMPORARY,/data/Music/CONTEMPORARY/Neil Diamond/Billboard Top 100 of 1980,ADD_ALBUMARTIST,Neil Diamond,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000689,ALB-24AAC971,CONTEMPORARY,/data/Music/CONTEMPORARY/Neil Diamond/Billboard Top 100 of 1981,ADD_ALBUMARTIST,Neil Diamond,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000690,ALB-0D816355,CONTEMPORARY,/data/Music/CONTEMPORARY/Neil Diamond/Billboard Top 100 of 1982,ADD_ALBUMARTIST,Neil Diamond,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000691,ALB-0D918ED9,CONTEMPORARY,/data/Music/CONTEMPORARY/Neil Diamond/His 12 Greatest Hits,ADD_ALBUMARTIST,Neal Diamond,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000692,ALB-A1952AAF,CONTEMPORARY,/data/Music/CONTEMPORARY/Neil Young/Half Nelson,ADD_ALBUMARTIST,Neil Young / Willie Nelson,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000693,ALB-FB029B86,CONTEMPORARY,/data/Music/CONTEMPORARY/Neil Young/The Unplugged Collection,ADD_ALBUMARTIST,Neil Young,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000694,ALB-90ED28C2,CONTEMPORARY,/data/Music/CONTEMPORARY/Nelly Furtado vs Mika/Dj Bacon Remixes,ADD_ALBUMARTIST,Nelly Furtado vs Mika,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000695,ALB-0FBF7C61,CONTEMPORARY,/data/Music/CONTEMPORARY/Nelly Furtado/Loose (Sampler Streamrip),ADD_ALBUMARTIST,Nelly Furtado,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000696,ALB-27191E1C,CONTEMPORARY,/data/Music/CONTEMPORARY/New Order/The Definitive Electro & Hip Hop Collection_ Street Sounds (Disc 2),ADD_ALBUMARTIST,New Order,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000697,ALB-659B33F7,CONTEMPORARY,/data/Music/CONTEMPORARY/Nicolaus Esterhazy Sinfonia/The Best of Beethoven,ADD_ALBUMARTIST,Nicolaus Esterhazy Sinfonia,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000698,ALB-EF9E099B,CONTEMPORARY,/data/Music/CONTEMPORARY/Nicole Kidman/Moulin Rouge 2,ADD_ALBUMARTIST,Nicole Kidman,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000699,ALB-202FB80B,CONTEMPORARY,/data/Music/CONTEMPORARY/Nightmares On Wax/Cafe Del Mar - Volumen Tres,ADD_ALBUMARTIST,Nightmares on Wax,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000700,ALB-66B22A8D,CONTEMPORARY,/data/Music/CONTEMPORARY/Nightmares On Wax/chilled ll cd 2,ADD_ALBUMARTIST,Nightmares On Wax Calling,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000701,ALB-06FAA004,CONTEMPORARY,/data/Music/CONTEMPORARY/Nightmares On Wax/Nightmares On Wax - DJ Kicks,ADD_ALBUMARTIST,Nightmares On Wax,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000702,ALB-AB6F5B40,CONTEMPORARY,/data/Music/CONTEMPORARY/Nightmares On Wax/Summer Chill Classics [Disc 2],ADD_ALBUMARTIST,Nightmares On Wax,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000703,ALB-08195D78,CONTEMPORARY,/data/Music/CONTEMPORARY/Nightmares On Wax/The Remix Album_ Diamonds Are Forever,ADD_ALBUMARTIST,Nightmares on Wax/Shirley Bassey,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000704,ALB-73868ACB,CONTEMPORARY,/data/Music/CONTEMPORARY/Nina/album,ADD_ALBUMARTIST,Nina,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000705,ALB-3F483D78,CONTEMPORARY,/data/Music/CONTEMPORARY/Nitin Sawhney/Gilles Peterson Presents The BBC Sessions Vol.1 (Disc 1),ADD_ALBUMARTIST,Nitin Sawhney,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000706,ALB-29BFACBF,CONTEMPORARY,/data/Music/CONTEMPORARY/Nitin Sawhney/Indica Brazilica,ADD_ALBUMARTIST,Nitin Sawhney,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000707,ALB-57A4DA62,CONTEMPORARY,/data/Music/CONTEMPORARY/Nitin Sawhney/Nova Tunes 1.9,ADD_ALBUMARTIST,Nitin Sawhney Feat Natty,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000708,ALB-3293AD6E,CONTEMPORARY,/data/Music/CONTEMPORARY/Noir Désir/En route pour la joie [Disc 3],ADD_ALBUMARTIST,Noir Désir,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000709,ALB-1C37E30D,CONTEMPORARY,/data/Music/CONTEMPORARY/Noir Désir/ou veux tu qu'je r'garde,ADD_ALBUMARTIST,Noir Désir,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000710,ALB-CBCE46AD,CONTEMPORARY,/data/Music/CONTEMPORARY/Norah Jones/Billboard Top 100 Hits Of 2003,ADD_ALBUMARTIST,Norah Jones,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000711,ALB-FD0C962D,CONTEMPORARY,/data/Music/CONTEMPORARY/Norah Jones/First Sessions E.P_,ADD_ALBUMARTIST,Norah Jones,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000712,ALB-50150812,CONTEMPORARY,/data/Music/CONTEMPORARY/Norah Jones/Lady Jazz,ADD_ALBUMARTIST,Norah Jones,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000713,ALB-B0E71BBE,CONTEMPORARY,"/data/Music/CONTEMPORARY/Norah Jones/Living Room, NYC  9.20.00",ADD_ALBUMARTIST,Norah Jones,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000714,ALB-3A189BBC,CONTEMPORARY,/data/Music/CONTEMPORARY/Norah Jones/Nora Jones,ADD_ALBUMARTIST,Norah Jones,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000715,ALB-0E79877B,CONTEMPORARY,/data/Music/CONTEMPORARY/Now 71 [Disc 2],ADD_ALBUMARTIST,The Verve,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000716,ALB-76D498AF,CONTEMPORARY,/data/Music/CONTEMPORARY/Oasis/(What's the Story) Morning Glory-,ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000717,ALB-0D06312C,CONTEMPORARY,/data/Music/CONTEMPORARY/Oasis/Be Here Now,ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000718,ALB-7F6DFB23,CONTEMPORARY,/data/Music/CONTEMPORARY/Oasis/Now53 cd2,ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000719,ALB-0288794A,CONTEMPORARY,/data/Music/CONTEMPORARY/Oasis/Reactivate 9,ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000720,ALB-9D723902,CONTEMPORARY,/data/Music/CONTEMPORARY/Oasis/Stop The Clocks [Disc 2],ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000721,ALB-CEDA8863,CONTEMPORARY,/data/Music/CONTEMPORARY/Oasis/What's the Story Morning Glory,ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000722,ALB-930656F6,CONTEMPORARY,"/data/Music/CONTEMPORARY/Oasis/What's The Story, Morning Glory",ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000723,ALB-14785C9F,CONTEMPORARY,/data/Music/CONTEMPORARY/Oasis/Whatever (Single),ADD_ALBUMARTIST,Oasis,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000724,ALB-C6671E6E,CONTEMPORARY,/data/Music/CONTEMPORARY/Omd/Billboard Top 100 of 1986,ADD_ALBUMARTIST,OMD,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000725,ALB-C4800E90,CONTEMPORARY,/data/Music/CONTEMPORARY/Outkast (feat Raekwon)/Aquemini,ADD_ALBUMARTIST,Outkast (feat Raekwon),HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000726,ALB-0F58A92D,CONTEMPORARY,/data/Music/CONTEMPORARY/Outkast f_ RATM/Single,ADD_ALBUMARTIST,Outkast f/ RATM,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000727,ALB-E4E1F244,CONTEMPORARY,/data/Music/CONTEMPORARY/Outkast Featuring Sleepy Brown/Billboard Top 100 of 2004,ADD_ALBUMARTIST,Outkast Featuring Sleepy Brown,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000728,ALB-F1F0FDAE,CONTEMPORARY,/data/Music/CONTEMPORARY/Outkast/Billboard Top 100 of 2004,ADD_ALBUMARTIST,Outkast,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
