id,album_id,library,folder,action,proposed_value,confidence,risk,reason,approval
ACT-000120,ALB-920D46A2,CONTEMPORARY,/data/Music/CONTEMPORARY/Buena Vista Social Club/Cesarea Evora,ADD_ALBUMARTIST,Buena Vista Social Club,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000121,ALB-710C7D49,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/(255),ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000122,ALB-E226AEAB,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/20th Anniversary,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000123,ALB-593317AF,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Best Chillout & Sunset music from Ibiza vol 11,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000124,ALB-DFBAC809,CONTEMPORARY,"/data/Music/CONTEMPORARY/Café del Mar/Cafe del Mar (CD Series)/Aria, Vol. 1",ADD_ALBUMARTIST,Cafe del Mar (CD Series),HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000125,ALB-361E43BA,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe del Mar (CD Series)/Chillhouse Mix 2 (Compiled By,ADD_ALBUMARTIST,Cafe del Mar (CD Series),HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000126,ALB-157202FF,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe del Mar (CD Series)/Chillhouse Mix 3 (Compiled by,ADD_ALBUMARTIST,Cafe del Mar (CD Series),HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000127,ALB-C4FEEE11,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe del Mar (CD Series)/Dreams,ADD_ALBUMARTIST,Cafe del Mar (CD Series),HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000128,ALB-F222EB93,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe Del Mar - 20th Anniversary,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000129,ALB-372D5D90,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe Del Mar - Best Of Chillout & Sunset Music From Ibiza - Cybophonia & Cortesi/Cafe Del Mar - Best Of Chillout & Sunset Music From Ibiza Vol 11,ADD_ALBUMARTIST,Cafe Del Mar - Best Of Chillout & Sunset Music From Ibiza - Cybophonia & Cortesi,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000130,ALB-B161699B,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/cafe del mar 2/Buddha Bar,ADD_ALBUMARTIST,cafe del mar 2,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000131,ALB-394E1000,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe del Mar 25th Aniversary Disc I,ADD_ALBUMARTIST,Cafe del mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000132,ALB-E0C4B075,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe Del Mar Lovers/_Karma Sessions Vol. 4,ADD_ALBUMARTIST,Cafe Del Mar Lovers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000133,ALB-17D29EF9,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe Del Mar Vol 12,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000134,ALB-4AC272DC,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe Del Mar Volume 6,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000135,ALB-19DAAF0A,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Cafe del Mare vol5 COMP,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000136,ALB-749CD915,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Café Del Mar _ Serjaye/Café Del Mar - Chillhouse Mix Vol.3 (CD1),ADD_ALBUMARTIST,Café Del Mar / Serjaye,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000137,ALB-F5883B0F,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Café del Mar_ Classics,ADD_ALBUMARTIST,Cafe del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000138,ALB-38D08DE2,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Chill House Mix,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000139,ALB-2BA6DB22,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Dab' The Best,ADD_ALBUMARTIST,Café Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000140,ALB-36EAB3C3,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Dreams,ADD_ALBUMARTIST,Café Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000141,ALB-F37FE517,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/House Ibiza 2000,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000142,ALB-DB194DF1,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Knuffelrock 7 - CD 1,ADD_ALBUMARTIST,Café Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000143,ALB-E56F1E2D,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Most Wanted Rock Volume 2,ADD_ALBUMARTIST,Café Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000144,ALB-C4B12AEF,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Rue De Soleil - Essential Feel,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000145,ALB-16E534AE,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/The Best of Compiled by Jose Padilla,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000146,ALB-5C84B316,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Vol. 2 - Ibiza,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000147,ALB-0E90B69C,CONTEMPORARY,/data/Music/CONTEMPORARY/Café del Mar/Volumen Nueve,ADD_ALBUMARTIST,Cafe Del Mar,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000148,ALB-07FA7273,CONTEMPORARY,/data/Music/CONTEMPORARY/Cake/Prolonging The Magic,ADD_ALBUMARTIST,CAKE,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000149,ALB-429869CD,CONTEMPORARY,"/data/Music/CONTEMPORARY/Carreras, José _ Domingo, Plácido _ Gumpoldskirchner Kinderchor _ Wiener Symphoniker/A Tenors Christmas [1997]",ADD_ALBUMARTIST,"Carreras, José / Domingo, Plácido / Gumpoldskirchner Kinderchor / Wiener Symphoniker",HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000150,ALB-D4AB4B3A,CONTEMPORARY,"/data/Music/CONTEMPORARY/Carreras, José _ Gumpoldskirchner Kinderchor _ Wiener Symphoniker/A Tenors Christmas [1997]",ADD_ALBUMARTIST,"Carreras, José / Gumpoldskirchner Kinderchor / Wiener Symphoniker",HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000151,ALB-EF7036C9,CONTEMPORARY,"/data/Music/CONTEMPORARY/Carreras, José _ Kiennast, E. _ Members Of The Vienna State Opera Choir/A Tenors Christmas [1997]",ADD_ALBUMARTIST,"Carreras, José / Kiennast, E. / Members Of The Vienna State Opera Choir",HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000152,ALB-73AFCBAE,CONTEMPORARY,/data/Music/CONTEMPORARY/Cars/Billboard Top 100 of 1982,ADD_ALBUMARTIST,Cars,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000153,ALB-8AE7B39A,CONTEMPORARY,/data/Music/CONTEMPORARY/Cars/Billboard Top 100 of 1984,ADD_ALBUMARTIST,Cars,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000154,ALB-35E001B8,CONTEMPORARY,/data/Music/CONTEMPORARY/Cars/Billboard Top 100 of 1986,ADD_ALBUMARTIST,Cars,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000155,ALB-DDF22E6F,CONTEMPORARY,/data/Music/CONTEMPORARY/Cat Stevens/Billboard Top 100 of 1974,ADD_ALBUMARTIST,Cat Stevens,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000156,ALB-E8A2CB00,CONTEMPORARY,/data/Music/CONTEMPORARY/Cat Stevens/Teaser And The Firecat,ADD_ALBUMARTIST,Cat Stevens,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000157,ALB-DD90AFEB,CONTEMPORARY,/data/Music/CONTEMPORARY/Chemical Brothers/Now 43,ADD_ALBUMARTIST,Chemical Brothers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000158,ALB-7AF96559,CONTEMPORARY,/data/Music/CONTEMPORARY/Chemical Brothers/Pub TV,ADD_ALBUMARTIST,Chemical Brothers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000159,ALB-C24ED9A3,CONTEMPORARY,/data/Music/CONTEMPORARY/Chemical Brothers/~mixes,ADD_ALBUMARTIST,Chemical Brothers,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000160,ALB-A889F9FC,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/1987,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000161,ALB-5F99CAF2,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/1989,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000162,ALB-614A8345,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/Billboard Top 100 of 1973,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000163,ALB-B02283A9,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/Billboard Top 100 of 1974,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000164,ALB-8043AE6E,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/Billboard Top 100 of 1979,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000165,ALB-20D46266,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/Billboard Top 100 of 1988,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000166,ALB-8C80C3C9,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/Billboard Top 100 of 1989,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000167,ALB-6B1A9E9C,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/Billboard Top 100 of 1990,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000168,ALB-6C23FEDD,CONTEMPORARY,/data/Music/CONTEMPORARY/Cher/Now 42,ADD_ALBUMARTIST,Cher,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000169,ALB-F1C695A1,CONTEMPORARY,/data/Music/CONTEMPORARY/ChillOut Moods/Compact Disc 5,ADD_ALBUMARTIST,Chillout Moods,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000170,ALB-8CC1A829,CONTEMPORARY,/data/Music/CONTEMPORARY/ChillOut Moods/Feng Shui,ADD_ALBUMARTIST,Chillout Moods,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000171,ALB-0C0F5125,CONTEMPORARY,/data/Music/CONTEMPORARY/ChillOut Moods/Forest Piano,ADD_ALBUMARTIST,ChillOut Moods,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000172,ALB-F89EEFC2,CONTEMPORARY,/data/Music/CONTEMPORARY/Cindy Lauper/1986,ADD_ALBUMARTIST,Cindy Lauper,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000173,ALB-A42A2805,CONTEMPORARY,/data/Music/CONTEMPORARY/Cinematic Orchestra/Live At The Royal Albert Hall,ADD_ALBUMARTIST,Cinematic Orchestra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000174,ALB-C354B8CB,CONTEMPORARY,/data/Music/CONTEMPORARY/Cinematic Orchestra/Zen_ A Retrospective [Disc 1],ADD_ALBUMARTIST,Cinematic Orchestra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000175,ALB-4386F3AB,CONTEMPORARY,/data/Music/CONTEMPORARY/Cinematic Orchestra/Zen_ A Retrospective [Disc 2],ADD_ALBUMARTIST,Cinematic Orchestra,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000176,ALB-DADAC486,CONTEMPORARY,/data/Music/CONTEMPORARY/Clash/1982,ADD_ALBUMARTIST,Clash,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000177,ALB-A816C4AF,CONTEMPORARY,/data/Music/CONTEMPORARY/Clash/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Clash,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000178,ALB-6588B4B1,CONTEMPORARY,/data/Music/CONTEMPORARY/Cold Play/A Rush Of Blood To The Head,ADD_ALBUMARTIST,Cold Play,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000179,ALB-0F6B4F0E,CONTEMPORARY,/data/Music/CONTEMPORARY/Cold Play/Inconnu,ADD_ALBUMARTIST,Cold play,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000180,ALB-A9338B8D,CONTEMPORARY,/data/Music/CONTEMPORARY/Coldcut/Summer Chill Classics [Disc 1],ADD_ALBUMARTIST,Coldcut,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000181,ALB-A6418A10,CONTEMPORARY,/data/Music/CONTEMPORARY/Coldplay/-,ADD_ALBUMARTIST,Coldplay,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000182,ALB-868C7112,CONTEMPORARY,/data/Music/CONTEMPORARY/Coldplay/Billboard Top 100 Hits Of 2003,ADD_ALBUMARTIST,Coldplay,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000183,ALB-A4612045,CONTEMPORARY,/data/Music/CONTEMPORARY/Coldplay/Garden State,ADD_ALBUMARTIST,Coldplay,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000184,ALB-95C4F989,CONTEMPORARY,/data/Music/CONTEMPORARY/Coldplay/Now 47 - Disc I,ADD_ALBUMARTIST,Coldplay,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000185,ALB-2A25B4C4,CONTEMPORARY,/data/Music/CONTEMPORARY/Coldplay/Now53 cd2,ADD_ALBUMARTIST,Coldplay,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000186,ALB-FB96043A,CONTEMPORARY,/data/Music/CONTEMPORARY/Corrs _ The Chieftains/Tears of Stone,ADD_ALBUMARTIST,Corrs / The Chieftains,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000187,ALB-80E392C2,CONTEMPORARY,/data/Music/CONTEMPORARY/Cranberries/The Parent Trap,ADD_ALBUMARTIST,Cranberries,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000188,ALB-EA800E96,CONTEMPORARY,/data/Music/CONTEMPORARY/Cuba Caliente dsc2/Habana,ADD_ALBUMARTIST,Cuba Caliente dsc2,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000189,ALB-7CF6F419,CONTEMPORARY,/data/Music/CONTEMPORARY/Culture Club/1982,ADD_ALBUMARTIST,Culture Club,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000190,ALB-F50C0DE2,CONTEMPORARY,/data/Music/CONTEMPORARY/Culture Club/1983,ADD_ALBUMARTIST,Culture Club,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000191,ALB-C4847A06,CONTEMPORARY,/data/Music/CONTEMPORARY/Culture Club/Billboard Top 100 of 1983,ADD_ALBUMARTIST,Culture Club,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000192,ALB-10D9F785,CONTEMPORARY,/data/Music/CONTEMPORARY/Culture Club/Billboard Top 100 of 1984,ADD_ALBUMARTIST,Culture Club,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000193,ALB-7435B3DE,CONTEMPORARY,/data/Music/CONTEMPORARY/Culture Club/Now 43,ADD_ALBUMARTIST,Culture Club,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000194,ALB-4AFA7FA4,CONTEMPORARY,/data/Music/CONTEMPORARY/Culture Club/The Best Of Culture Club,ADD_ALBUMARTIST,Culture Club,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000195,ALB-E55B0A32,CONTEMPORARY,/data/Music/CONTEMPORARY/Cyndi Lauper/1984,ADD_ALBUMARTIST,Cyndi Lauper,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000196,ALB-65FCF0A1,CONTEMPORARY,/data/Music/CONTEMPORARY/Cyndi Lauper/Billboard Top 100 of 1984,ADD_ALBUMARTIST,Cyndi Lauper,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000197,ALB-E8915E01,CONTEMPORARY,/data/Music/CONTEMPORARY/Cyndi Lauper/Billboard Top 100 of 1985,ADD_ALBUMARTIST,Cyndi Lauper,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000198,ALB-ED0164BB,CONTEMPORARY,/data/Music/CONTEMPORARY/Cyndi Lauper/Billboard Top 100 of 1986,ADD_ALBUMARTIST,Cyndi Lauper,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000199,ALB-81858A9D,CONTEMPORARY,/data/Music/CONTEMPORARY/Cyndi Lauper/Billboard Top 100 of 1987,ADD_ALBUMARTIST,Cyndi Lauper,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000200,ALB-8585E28E,CONTEMPORARY,/data/Music/CONTEMPORARY/Cyndi Lauper/Shine [EP],ADD_ALBUMARTIST,Cyndi Lauper,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000201,ALB-304AA3AB,CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk Digital Love/chilled ll cd 2,ADD_ALBUMARTIST,Daft Punk Digital Love,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000202,ALB-E120A3F6,CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk vs Jamiroquai/comp1,ADD_ALBUMARTIST,Daft Punk vs Jamiroquai,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000203,ALB-C08EB4D4,CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk/Daft Punk - Live @ Coachella 2006,ADD_ALBUMARTIST,Daft Punk,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000204,ALB-8C8A932C,CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk/Fabriclive 29 - Cut Copy,ADD_ALBUMARTIST,Daft Punk,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000205,ALB-540B0637,CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk/Fabriclive.29,ADD_ALBUMARTIST,Daft Punk,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000206,ALB-02B0F61C,CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk/Radio 1 Broadcast,ADD_ALBUMARTIST,Daft Punk,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000207,ALB-264EA52A,CONTEMPORARY,/data/Music/CONTEMPORARY/Daft Punk/Technologic,ADD_ALBUMARTIST,Daft Punk,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000208,ALB-BF0ADD3C,CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie and Massive Attack/Moulin Rouge [soundtrack],ADD_ALBUMARTIST,David Bowie and Massive Attack,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000209,ALB-12A53167,CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie/Heathen,ADD_ALBUMARTIST,David Bowie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000210,ALB-CD545037,CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie/Labyrinth Soundtrack,ADD_ALBUMARTIST,David Bowie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000211,ALB-298DE6B5,CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie/Moulin Rouge [soundtrack],ADD_ALBUMARTIST,David Bowie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000212,ALB-0AD4B55F,CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie/The Greatest No.1 Singles (Dis,ADD_ALBUMARTIST,David Bowie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000213,ALB-D8AD1458,CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie/The Singles 1969 To 1993 Featuring His Greatest Hits (Disc 1),ADD_ALBUMARTIST,David Bowie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000214,ALB-2E910D62,CONTEMPORARY,/data/Music/CONTEMPORARY/David Bowie/Top Pop,ADD_ALBUMARTIST,David Bowie,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000215,ALB-6C370D6A,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Batucada,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000216,ALB-80906D87,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Buddha-Bar II Dinner,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000217,ALB-87D39DC5,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Claude Challe Buddha Bar II,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000218,ALB-7CCDC10C,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/De-Phazz Mix,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000219,ALB-CDB80A93,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Dirty Martini,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000220,ALB-B2414E72,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Dutunized Gravity,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000221,ALB-9DC53E78,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Erotic Lounge - Deluxe Edition,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000222,ALB-5FA98E5C,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Godsdag,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000223,ALB-62ADF197,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Morricone RMX,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000224,ALB-D07B3DC2,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Plastic Love Memory,ADD_ALBUMARTIST,De Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000225,ALB-62E08969,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/Spacenight Vol. VI CD 1,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000226,ALB-21FE5F97,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/The Chillout Album Volume 2,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
ACT-000227,ALB-2BD360C6,CONTEMPORARY,/data/Music/CONTEMPORARY/De Phazz/This Is Acid Jazz - New Voices,ADD_ALBUMARTIST,De-Phazz,HIGH,LOW,Single distinct track artist and missing AlbumArtist,PENDING
